"module name","license","repository", license URL, "parent path"
"css-loader@0.19.0","MIT","git+ssh://git@github.com/webpack/css-loader","git+ssh://git@github.com/webpack/css-loader","app"
"css-parse@1.7.0","MIT","git+https://github.com/visionmedia/css-parse","git+https://github.com/visionmedia/css-parse","app"
"css-selector-tokenizer@0.5.4","MIT","git+https://github.com/css-modules/css-selector-tokenizer","git+https://github.com/css-modules/css-selector-tokenizer","app"
"cssesc@0.1.0","MIT","git+https://github.com/mathiasbynens/cssesc","http://mths.be/mit","app"
"cssnano@3.4.0","MIT","git+https://github.com/ben-eb/cssnano","git+https://github.com/ben-eb/cssnano/raw/master/LICENSE-MIT","app"
"cssom@0.2.5","MIT","https://github.com/NV/CSSOM","http://creativecommons.org/licenses/MIT/","neat:app"
"cssom@0.3.0","MIT","https://github.com/NV/CSSOM","http://creativecommons.org/licenses/MIT/","app"
"cssstyle@0.2.30","MIT","https://github.com/chad3814/CSSStyleDeclaration","http://creativecommons.org/licenses/MIT/","app"
"d3@3.5.11","BSD-3-Clause","git+https://github.com/mbostock/d3","git+https://github.com/mbostock/d3/raw/master/LICENSE","app"
"d@0.1.1","MIT","https://github.com/medikoo/d","https://github.com/medikoo/d/raw/master/LICENCE","app"
"dashdash@1.10.1","MIT","https://github.com/trentm/node-dashdash","https://github.com/trentm/node-dashdash","app"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now","http://github.com/Colingo/date-now/raw/master/LICENSE","app"
"debug@2.2.0","MIT","https://github.com/visionmedia/debug","https://github.com/visionmedia/debug","app"
"decamelize@1.1.1","MIT","git+https://github.com/sindresorhus/decamelize","git+https://github.com/sindresorhus/decamelize/raw/master/license","app"
"deep-eql@0.1.3","MIT","git+ssh://git@github.com/chaijs/deep-eql","git+ssh://git@github.com/chaijs/deep-eql","app"
"deep-is@0.1.3","MIT","git+ssh://git@github.com/thlorenz/deep-is","https://github.com/thlorenz/deep-is/blob/master/LICENSE","app"
"defined@1.0.0","MIT","https://github.com/substack/defined","https://github.com/substack/defined/raw/master/LICENSE","app"
"defs@1.1.1","MIT","git+https://github.com/olov/defs","git+https://github.com/olov/defs/raw/master/LICENSE","app"
"del@2.1.0","MIT","git+https://github.com/sindresorhus/del","git+https://github.com/sindresorhus/del/raw/master/license","app"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream","https://github.com/felixge/node-delayed-stream/raw/master/License","app"
"delegates@0.1.0","MIT","https://github.com/visionmedia/node-delegates","https://github.com/visionmedia/node-delegates","app"
"depd@1.0.1","MIT","git+https://github.com/dougwilson/nodejs-depd","git+https://github.com/dougwilson/nodejs-depd/raw/master/LICENSE","app"
"destroy@1.0.3","MIT","git+https://github.com/stream-utils/destroy","git+https://github.com/stream-utils/destroy","app"
"detect-indent@3.0.1","MIT","git+https://github.com/sindresorhus/detect-indent","git+https://github.com/sindresorhus/detect-indent/raw/master/license","app"
"detective@4.3.1","MIT","https://github.com/substack/node-detective","https://github.com/substack/node-detective/raw/master/LICENSE","app"
"diff@1.4.0","BSD","https://github.com/kpdecker/jsdiff","http://github.com/kpdecker/jsdiff/blob/master/LICENSE","app"
"docco@0.3.1","MIT","","http://opensource.org/licenses/mit-license.php","app"
"doctrine@0.7.1","BSD","git+ssh://git@github.com/eslint/doctrine","http://github.com/eslint/doctrine/raw/master/LICENSE.BSD","app"
"dom-serializer@0.1.0","MIT","https://github.com/cheeriojs/dom-renderer","https://github.com/cheeriojs/dom-renderer/raw/master/LICENSE","app"
"domain-browser@1.1.4","MIT","git+ssh://git@github.com/bevry/domain-browser","git+ssh://git@github.com/bevry/domain-browser/raw/master/LICENSE.md","app"
"domelementtype@1.1.3","UNKNOWN","https://github.com/FB55/domelementtype","https://github.com/FB55/domelementtype/raw/master/LICENSE","dom-serializer:app"
"domelementtype@1.3.0","UNKNOWN","https://github.com/FB55/domelementtype","https://github.com/FB55/domelementtype/raw/master/LICENSE","app"
"domhandler@2.3.0","UNKNOWN","https://github.com/fb55/DomHandler","https://github.com/fb55/DomHandler/raw/master/LICENSE","app"
"domutils@1.5.1","UNKNOWN","https://github.com/FB55/domutils","https://github.com/FB55/domutils/raw/master/LICENSE","app"
"ecc-jsbn@0.1.1","MIT","git+https://github.com/quartzjer/ecc-jsbn","git+https://github.com/quartzjer/ecc-jsbn/raw/master/LICENSE","app"
"ee-first@1.1.1","MIT","git+https://github.com/jonathanong/ee-first","git+https://github.com/jonathanong/ee-first/raw/master/LICENSE","app"
"encoding@0.1.11","MIT","git+https://github.com/andris9/encoding","git+https://github.com/andris9/encoding/raw/master/LICENSE","app"
"enhanced-resolve@0.9.1","MIT","https://github.com/webpack/enhanced-resolve","http://www.opensource.org/licenses/mit-license.php","app"
"entities@1.0.0","BSD-like","https://github.com/fb55/node-entities","https://github.com/fb55/node-entities/raw/master/LICENSE","app"
"entities@1.1.1","BSD-like","https://github.com/fb55/node-entities","https://github.com/fb55/node-entities/raw/master/LICENSE","dom-serializer:app"
"envify@3.4.0","MIT","https://github.com/hughsk/envify","https://github.com/hughsk/envify","app"
"errno@0.1.4","MIT","git+https://github.com/rvagg/node-errno","git+https://github.com/rvagg/node-errno","app"
"error-ex@1.3.0","MIT","git+https://github.com/qix-/node-error-ex","git+https://github.com/qix-/node-error-ex/raw/master/LICENSE","app"
"es5-ext@0.10.8","MIT","https://github.com/medikoo/es5-ext","https://github.com/medikoo/es5-ext/raw/master/LICENSE","app"
"es6-iterator@2.0.0","MIT","https://github.com/medikoo/es6-iterator","https://github.com/medikoo/es6-iterator/raw/master/LICENSE","app"
"es6-map@0.1.3","MIT","https://github.com/medikoo/es6-map","https://github.com/medikoo/es6-map/raw/master/LICENSE","app"
"es6-promise@3.0.2","MIT","https://github.com/jakearchibald/ES6-Promises","https://github.com/jakearchibald/ES6-Promises/raw/master/LICENSE","app"
"es6-set@0.1.3","MIT","https://github.com/medikoo/es6-set","https://github.com/medikoo/es6-set/raw/master/LICENSE","app"
"es6-symbol@3.0.1","MIT","https://github.com/medikoo/es6-symbol","https://github.com/medikoo/es6-symbol/raw/master/LICENSE","app"
"es6-weak-map@2.0.1","MIT","https://github.com/medikoo/es6-weak-map","https://github.com/medikoo/es6-weak-map/raw/master/LICENSE","app"
"escape-html@1.0.2","MIT","git+https://github.com/component/escape-html","git+https://github.com/component/escape-html/raw/master/LICENSE","app"
"escape-string-regexp@1.0.2","MIT","git+https://github.com/sindresorhus/escape-string-regexp","git+https://github.com/sindresorhus/escape-string-regexp","mocha:app"
"escape-string-regexp@1.0.3","MIT","git+https://github.com/sindresorhus/escape-string-regexp","git+https://github.com/sindresorhus/escape-string-regexp/raw/master/license","app"
"escodegen@1.7.1","BSD-2-Clause","git+ssh://git@github.com/estools/escodegen","git+ssh://git@github.com/estools/escodegen/raw/master/LICENSE.BSD","app"
"escope@3.3.0","BSD-2-Clause","git+https://github.com/estools/escope","git+https://github.com/estools/escope/raw/master/LICENSE.BSD","app"
"eslint-config-airbnb@0.1.1","MIT","git+https://github.com/airbnb/javascript","git+https://github.com/airbnb/javascript","app"
"eslint-plugin-react@3.10.0","MIT","git+https://github.com/yannickcr/eslint-plugin-react","git+https://github.com/yannickcr/eslint-plugin-react/raw/master/LICENSE","app"
"eslint@1.10.1","MIT","git+https://github.com/eslint/eslint","git+https://github.com/eslint/eslint/raw/master/LICENSE","app"
"espree@2.2.5","BSD","git+ssh://git@github.com/eslint/espree","http://github.com/nzakas/espree/raw/master/LICENSE","eslint:app"
"esprima-fb@13001.1001.0-dev-harmony-fb","BSD","git+ssh://git@github.com/facebook/esprima","http://github.com/facebook/esprima/raw/master/LICENSE.BSD","app"
"esprima-fb@15001.1001.0-dev-harmony-fb","BSD","git+ssh://git@github.com/facebook/esprima","http://github.com/facebook/esprima/raw/master/LICENSE.BSD","recast:app"
"esprima@1.0.4","BSD","git+ssh://git@github.com/ariya/esprima","http://github.com/ariya/esprima/raw/master/LICENSE.BSD","neat:app"
"esprima@1.2.5","BSD","git+ssh://git@github.com/ariya/esprima","http://github.com/ariya/esprima/raw/master/LICENSE.BSD","escodegen:app"
"esprima@2.2.0","BSD","git+https://github.com/jquery/esprima","https://github.com/jquery/esprima/raw/master/LICENSE.BSD","svgo:app"
"esprima@2.7.0","BSD-2-Clause","git+https://github.com/jquery/esprima","git+https://github.com/jquery/esprima/raw/master/LICENSE.BSD","regexpu:app"
"esrecurse@3.1.1","BSD","git+ssh://git@github.com/estools/esrecurse","http://github.com/estools/esrecurse/raw/master/LICENSE.BSD","app"
"estraverse-fb@1.3.1","MIT","git+https://github.com/RReverser/estraverse-fb","git+https://github.com/RReverser/estraverse-fb/raw/master/LICENSE","app"
"estraverse@1.9.3","BSD","git+ssh://git@github.com/estools/estraverse","http://github.com/estools/estraverse/raw/master/LICENSE.BSD","escodegen:app"
"estraverse@3.1.0","BSD","git+ssh://git@github.com/estools/estraverse","http://github.com/estools/estraverse/raw/master/LICENSE.BSD","esrecurse:app"
"estraverse@4.1.1","BSD-2-Clause","git+ssh://git@github.com/estools/estraverse","git+ssh://git@github.com/estools/estraverse/raw/master/LICENSE.BSD","app"
"esutils@1.1.6","BSD","git+ssh://git@github.com/Constellation/esutils","http://github.com/Constellation/esutils/raw/master/LICENSE.BSD","doctrine:app"
"esutils@2.0.2","BSD","git+ssh://git@github.com/estools/esutils","http://github.com/estools/esutils/raw/master/LICENSE.BSD","app"
"etag@1.7.0","MIT","git+https://github.com/jshttp/etag","git+https://github.com/jshttp/etag/raw/master/LICENSE","app"
"event-emitter@0.3.4","MIT","https://github.com/medikoo/event-emitter","https://github.com/medikoo/event-emitter/raw/master/LICENSE","app"
"eventemitter3@1.1.1","MIT","https://github.com/primus/eventemitter3","https://github.com/primus/eventemitter3/raw/master/LICENSE","app"
"events@1.1.0","MIT","https://github.com/Gozala/events","https://github.com/Gozala/events/raw/master/LICENSE","app"
"eventsource@0.1.6","MIT","https://github.com/aslakhellesoy/eventsource-node","http://github.com/aslakhellesoy/eventsource-node/raw/master/LICENSE","app"
"exit-hook@1.1.1","MIT","https://github.com/sindresorhus/exit-hook","https://github.com/sindresorhus/exit-hook","app"
"expand-brackets@0.1.4","MIT","git+https://github.com/jonschlinkert/expand-brackets","git+https://github.com/jonschlinkert/expand-brackets/raw/master/LICENSE","app"
"expand-range@1.8.1","MIT","https://github.com/jonschlinkert/expand-range","https://github.com/jonschlinkert/expand-range/blob/master/LICENSE-MIT","app"
"exports-loader@0.6.2","MIT","git+ssh://git@github.com/webpack/exports-loader","http://www.opensource.org/licenses/mit-license.php","app"
"express@4.13.3","MIT","git+https://github.com/strongloop/express","git+https://github.com/strongloop/express/raw/master/LICENSE","app"
"extend@3.0.0","MIT","git+https://github.com/justmoon/node-extend","git+https://github.com/justmoon/node-extend/raw/master/LICENSE","app"
"extglob@0.3.1","MIT","https://github.com/jonschlinkert/extglob","https://github.com/jonschlinkert/extglob/raw/master/LICENSE","app"
"extract-text-webpack-plugin@0.9.1","MIT","git+ssh://git@github.com/webpack/extract-text-webpack-plugin","git+ssh://git@github.com/webpack/extract-text-webpack-plugin","app"
"extsprintf@1.0.2","UNKNOWN","https://github.com/davepacheco/node-extsprintf","https://github.com/davepacheco/node-extsprintf/raw/master/LICENSE","app"
"fast-levenshtein@1.0.7","MIT","git+https://github.com/hiddentao/fast-levenshtein","git+https://github.com/hiddentao/fast-levenshtein/raw/master/LICENSE.md","app"
"fastparse@1.1.1","MIT","git+https://github.com/webpack/fastparse","git+https://github.com/webpack/fastparse","app"
"faye-websocket@0.7.3","MIT","https://github.com/faye/faye-websocket-node","https://github.com/faye/faye-websocket-node","sockjs-client:app"
"faye-websocket@0.9.4","MIT","https://github.com/faye/faye-websocket-node","https://github.com/faye/faye-websocket-node","app"
"fbjs@0.2.1","BSD-3-Clause","git+https://github.com/facebook/fbjs","git+https://github.com/facebook/fbjs/raw/master/LICENSE","react-tap-event-plugin:app"
"fbjs@0.3.2","BSD-3-Clause","git+https://github.com/facebook/fbjs","git+https://github.com/facebook/fbjs/raw/master/LICENSE","app"
"fetch@0.3.6","MIT","https://github.com/andris9/fetch","http://github.com/andris9/fetch/blob/master/LICENSE","app"
"figures@1.4.0","MIT","git+https://github.com/sindresorhus/figures","git+https://github.com/sindresorhus/figures/raw/master/license","app"
"file-entry-cache@1.2.4","MIT","git+https://github.com/royriojas/file-entry-cache","git+https://github.com/royriojas/file-entry-cache/raw/master/LICENSE","app"
"filename-regex@2.0.0","MIT","https://github.com/regexps/filename-regex","https://github.com/regexps/filename-regex/blob/master/LICENSE-MIT","app"
"fileset@0.1.8","MIT","https://github.com/mklabs/node-fileset","https://github.com/mklabs/node-fileset/blob/master/LICENSE-MIT","app"
"fill-range@2.2.2","MIT","https://github.com/jonschlinkert/fill-range","https://github.com/jonschlinkert/fill-range/blob/master/LICENSE","app"
"finalhandler@0.4.0","MIT","git+https://github.com/pillarjs/finalhandler","git+https://github.com/pillarjs/finalhandler/raw/master/LICENSE","app"
"find-up@1.1.0","MIT","git+https://github.com/sindresorhus/find-up","git+https://github.com/sindresorhus/find-up/raw/master/license","app"
"flat-cache@1.0.10","MIT","git+https://github.com/royriojas/flat-cache","git+https://github.com/royriojas/flat-cache/raw/master/LICENSE","app"
"flatten@0.0.1","UNKNOWN","https://github.com/jesusabdullah/node-flatten","https://github.com/jesusabdullah/node-flatten","app"
"for-in@0.1.4","MIT","https://github.com/jonschlinkert/for-in","https://github.com/jonschlinkert/for-in/blob/master/LICENSE","app"
"for-own@0.1.3","MIT","https://github.com/jonschlinkert/for-own","https://github.com/jonschlinkert/for-own/blob/master/LICENSE","app"
"forever-agent@0.6.1","Apache-2.0","git+https://github.com/mikeal/forever-agent","git+https://github.com/mikeal/forever-agent/raw/master/LICENSE","app"
"form-data@1.0.0-rc3","MIT","https://github.com/form-data/form-data","https://github.com/form-data/form-data/raw/master/License","app"
"forwarded@0.1.0","MIT","git+https://github.com/jshttp/forwarded","git+https://github.com/jshttp/forwarded/raw/master/LICENSE","app"
"fresh@0.3.0","MIT","git+https://github.com/jshttp/fresh","git+https://github.com/jshttp/fresh/raw/master/LICENSE","app"
"fs-readdir-recursive@0.1.2","MIT","git+https://github.com/fs-utils/fs-readdir-recursive","git+https://github.com/fs-utils/fs-readdir-recursive/raw/master/LICENSE","app"
"fstream@1.0.8","ISC","https://github.com/isaacs/fstream","https://github.com/isaacs/fstream/raw/master/LICENSE","app"
"gauge@1.2.2","ISC","git+https://github.com/iarna/gauge","git+https://github.com/iarna/gauge/raw/master/LICENSE","app"
"gaze@0.3.4","MIT","https://github.com/shama/gaze","https://github.com/shama/gaze/blob/master/LICENSE-MIT","jasmine-node:app"
"gaze@0.5.2","MIT","https://github.com/shama/gaze","https://github.com/shama/gaze/blob/master/LICENSE-MIT","app"
"generate-function@2.0.0","MIT","git+https://github.com/mafintosh/generate-function","git+https://github.com/mafintosh/generate-function","app"
"generate-object-property@1.2.0","MIT","git+https://github.com/mafintosh/generate-object-property","git+https://github.com/mafintosh/generate-object-property/raw/master/LICENSE","app"
"get-stdin@4.0.1","MIT","git+https://github.com/sindresorhus/get-stdin","git+https://github.com/sindresorhus/get-stdin","app"
"glob-base@0.3.0","MIT","https://github.com/jonschlinkert/glob-base","https://github.com/jonschlinkert/glob-base/blob/master/LICENSE","app"
"glob-parent@2.0.0","ISC","git+https://github.com/es128/glob-parent","git+https://github.com/es128/glob-parent/raw/master/LICENSE","app"
"glob@3.1.14","BSD","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","coffeelint:app"
"glob@3.1.21","BSD","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","globule:app"
"glob@3.2.11","BSD","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","stylus:app"
"glob@3.2.3","BSD","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","mocha:app"
"glob@4.5.3","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","node-gyp:app"
"glob@5.0.15","ISC","https://github.com/isaacs/node-glob","https://github.com/isaacs/node-glob/raw/master/LICENSE","app"
"globals@6.4.1","MIT","git+https://github.com/sindresorhus/globals","git+https://github.com/sindresorhus/globals/raw/master/license","app"
"globals@8.12.1","MIT","git+https://github.com/sindresorhus/globals","git+https://github.com/sindresorhus/globals/raw/master/license","eslint:app"
"globby@3.0.1","MIT","git+https://github.com/sindresorhus/globby","git+https://github.com/sindresorhus/globby/raw/master/license","app"
"globule@0.1.0","MIT","https://github.com/cowboy/node-globule","https://github.com/cowboy/node-globule/blob/master/LICENSE-MIT","app"
"graceful-fs@1.1.14","BSD","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","glob:coffeelint:app"
"graceful-fs@1.2.3","BSD","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","globule:app"
"graceful-fs@2.0.3","BSD","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","mocha:app"
"graceful-fs@3.0.8","ISC","https://github.com/isaacs/node-graceful-fs","https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","read-json-sync:app"
"graceful-fs@4.1.2","ISC","git+https://github.com/isaacs/node-graceful-fs","git+https://github.com/isaacs/node-graceful-fs/raw/master/LICENSE","app"
"graceful-readlink@1.0.1","MIT","https://github.com/zhiyelee/graceful-readlink","https://github.com/zhiyelee/graceful-readlink/raw/master/LICENSE","app"
"growl@1.8.1","UNKNOWN","https://github.com/visionmedia/node-growl","https://github.com/visionmedia/node-growl","app"
"growly@1.1.1","MIT","git+ssh://git@github.com/theabraham/growly","git+ssh://git@github.com/theabraham/growly","app"
"haml-coffee@1.11.4","MIT","https://github.com/netzpirat/haml-coffee","http://github.com/netzpirat/haml-coffee/raw/master/LICENSE","app"
"handlebars@4.0.5","MIT","git+https://github.com/wycats/handlebars.js","git+https://github.com/wycats/handlebars.js/raw/master/LICENSE","app"
"har-validator@2.0.3","ISC","git+https://github.com/ahmadnassri/har-validator","git+https://github.com/ahmadnassri/har-validator/raw/master/LICENSE","app"
"has-ansi@2.0.0","MIT","git+https://github.com/sindresorhus/has-ansi","git+https://github.com/sindresorhus/has-ansi/raw/master/license","app"
"has-flag@1.0.0","MIT","git+https://github.com/sindresorhus/has-flag","git+https://github.com/sindresorhus/has-flag/raw/master/license","app"
"has-own@1.0.0","MIT","https://github.com/pebble/has-own","https://github.com/pebble/has-own/raw/master/LICENSE","app"
"has-unicode@1.0.1","ISC","git+https://github.com/iarna/has-unicode","git+https://github.com/iarna/has-unicode/raw/master/LICENSE","app"
"hawk@3.1.2","BSD-3-Clause","https://github.com/hueniverse/hawk","https://github.com/hueniverse/hawk/raw/master/LICENSE","app"
"highlight.js@7.2.0","BSD","https://github.com/isagalaev/highlight.js","https://github.com/isagalaev/highlight.js/raw/master/LICENSE","app"
"hoek@2.16.3","BSD-3-Clause","https://github.com/hapijs/hoek","https://github.com/hapijs/hoek/raw/master/LICENSE","app"
"home-or-tmp@1.0.0","MIT","git+https://github.com/sindresorhus/home-or-tmp","git+https://github.com/sindresorhus/home-or-tmp/raw/master/license","app"
"hosted-git-info@2.1.4","ISC","git+https://github.com/npm/hosted-git-info","git+https://github.com/npm/hosted-git-info/raw/master/LICENSE","app"
"htmlparser2@3.8.3","MIT","https://github.com/fb55/htmlparser2","https://github.com/fb55/htmlparser2/raw/master/LICENSE","app"
"http-browserify@1.7.0","MIT/X11","git+ssh://git@github.com/substack/http-browserify","git+ssh://git@github.com/substack/http-browserify/raw/master/LICENSE","app"
"http-errors@1.3.1","MIT","git+https://github.com/jshttp/http-errors","git+https://github.com/jshttp/http-errors/raw/master/LICENSE","app"
"http-proxy@1.12.0","MIT","git+https://github.com/nodejitsu/node-http-proxy","git+https://github.com/nodejitsu/node-http-proxy/raw/master/LICENSE","app"
"http-signature@1.1.0","MIT","https://github.com/joyent/node-http-signature","https://github.com/joyent/node-http-signature/raw/master/LICENSE","app"
"https-browserify@0.0.0","MIT","https://github.com/substack/https-browserify","https://github.com/substack/https-browserify/raw/master/LICENSE","app"
"iconv-lite@0.4.13","MIT","https://github.com/ashtuchkin/iconv-lite","https://github.com/ashtuchkin/iconv-lite/raw/master/LICENSE","app"
"ieee754@1.1.6","MIT","https://github.com/feross/ieee754","https://github.com/feross/ieee754/raw/master/LICENSE","app"
"imports-loader@0.6.5","MIT","git+https://github.com/webpack/imports-loader","git+https://github.com/webpack/imports-loader","app"
"indent-string@2.1.0","MIT","git+https://github.com/sindresorhus/indent-string","git+https://github.com/sindresorhus/indent-string/raw/master/license","app"
"indexes-of@1.0.1","MIT","https://github.com/dominictarr/indexes-of","https://github.com/dominictarr/indexes-of/raw/master/LICENSE","app"
"indexof@0.0.1","UNKNOWN","","","app"
"inflight@1.0.4","ISC","https://github.com/isaacs/inflight","https://github.com/isaacs/inflight/raw/master/LICENSE","app"
"inherit@2.2.2","UNKNOWN","git+ssh://git@github.com/dfilatov/node-inherit","git+ssh://git@github.com/dfilatov/node-inherit","app"
"inherits@1.0.0","UNKNOWN","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits","glob:coffeelint:app"
"inherits@1.0.2","UNKNOWN","git+https://github.com/isaacs/inherits","git+https://github.com/isaacs/inherits/raw/master/LICENSE","globule:app"
"inherits@2.0.1","ISC","https://github.com/isaacs/inherits","https://github.com/isaacs/inherits/raw/master/LICENSE","app"
"ini@1.3.4","ISC","https://github.com/isaacs/ini","https://github.com/isaacs/ini/raw/master/LICENSE","app"
"inline-style-prefixer@0.5.3","MIT","git+https://github.com/rofrischmann/inline-style-prefixer","git+https://github.com/rofrischmann/inline-style-prefixer/raw/master/LICENSE","app"
"inquirer@0.11.0","MIT","git+https://github.com/sboudrias/Inquirer.js","git+https://github.com/sboudrias/Inquirer.js","app"
"interpret@0.6.6","MIT","https://github.com/tkellen/node-interpret","https://github.com/tkellen/node-interpret/raw/master/LICENSE","app"
"invert-kv@1.0.0","MIT","git+https://github.com/sindresorhus/invert-kv","git+https://github.com/sindresorhus/invert-kv","app"
"ipaddr.js@1.0.1","MIT","https://github.com/whitequark/ipaddr.js","https://github.com/whitequark/ipaddr.js/raw/master/LICENSE","app"
"is-absolute-url@2.0.0","MIT","git+https://github.com/sindresorhus/is-absolute-url","git+https://github.com/sindresorhus/is-absolute-url/raw/master/license","app"
"is-absolute@0.1.7","MIT","https://github.com/jonschlinkert/is-absolute","https://github.com/jonschlinkert/is-absolute/blob/master/LICENSE","app"
"is-array@1.0.1","MIT","https://github.com/retrofox/is-array","https://github.com/retrofox/is-array","app"
"is-arrayish@0.2.1","MIT","git+https://github.com/qix-/node-is-arrayish","git+https://github.com/qix-/node-is-arrayish/raw/master/LICENSE","app"
"is-binary-path@1.0.1","MIT","git+https://github.com/sindresorhus/is-binary-path","git+https://github.com/sindresorhus/is-binary-path/raw/master/license","app"
"is-buffer@1.1.0","MIT","https://github.com/feross/is-buffer","https://github.com/feross/is-buffer/raw/master/LICENSE","app"
"is-builtin-module@1.0.0","MIT","git+https://github.com/sindresorhus/is-builtin-module","git+https://github.com/sindresorhus/is-builtin-module/raw/master/license","app"
"is-dotfile@1.0.2","MIT","git+https://github.com/jonschlinkert/is-dotfile","git+https://github.com/jonschlinkert/is-dotfile/raw/master/LICENSE","app"
"is-equal-shallow@0.1.3","MIT","https://github.com/jonschlinkert/is-equal-shallow","https://github.com/jonschlinkert/is-equal-shallow/raw/master/LICENSE","app"
"is-extendable@0.1.1","MIT","git+https://github.com/jonschlinkert/is-extendable","git+https://github.com/jonschlinkert/is-extendable/raw/master/LICENSE","app"
"is-extglob@1.0.0","MIT","git+https://github.com/jonschlinkert/is-extglob","git+https://github.com/jonschlinkert/is-extglob/raw/master/LICENSE","app"
"is-finite@1.0.1","MIT","git+https://github.com/sindresorhus/is-finite","git+https://github.com/sindresorhus/is-finite/raw/master/license","app"
"is-fullwidth-code-point@1.0.0","MIT","git+https://github.com/sindresorhus/is-fullwidth-code-point","git+https://github.com/sindresorhus/is-fullwidth-code-point/raw/master/license","app"
"is-glob@2.0.1","MIT","git+https://github.com/jonschlinkert/is-glob","git+https://github.com/jonschlinkert/is-glob/raw/master/LICENSE","app"
"is-integer@1.0.6","WTFPL","git+ssh://git@github.com/parshap/js-is-integer","git+ssh://git@github.com/parshap/js-is-integer/raw/master/LICENSE","app"
"is-my-json-valid@2.12.3","MIT","git+https://github.com/mafintosh/is-my-json-valid","git+https://github.com/mafintosh/is-my-json-valid/raw/master/LICENSE","app"
"is-number@1.1.2","MIT","https://github.com/jonschlinkert/is-number","https://github.com/jonschlinkert/is-number/blob/master/LICENSE","app"
"is-number@2.1.0","MIT","git+https://github.com/jonschlinkert/is-number","git+https://github.com/jonschlinkert/is-number/raw/master/LICENSE","randomatic:app"
"is-path-cwd@1.0.0","MIT","git+https://github.com/sindresorhus/is-path-cwd","git+https://github.com/sindresorhus/is-path-cwd","app"
"is-path-in-cwd@1.0.0","MIT","git+https://github.com/sindresorhus/is-path-in-cwd","git+https://github.com/sindresorhus/is-path-in-cwd","app"
"is-path-inside@1.0.0","MIT","git+https://github.com/sindresorhus/is-path-inside","git+https://github.com/sindresorhus/is-path-inside","app"
"is-plain-obj@1.1.0","MIT","git+https://github.com/sindresorhus/is-plain-obj","git+https://github.com/sindresorhus/is-plain-obj/raw/master/license","app"
"is-primitive@2.0.0","MIT","https://github.com/jonschlinkert/is-primitive","https://github.com/jonschlinkert/is-primitive/blob/master/LICENSE","app"
"is-property@1.0.2","MIT","https://github.com/mikolalysenko/is-property","https://github.com/mikolalysenko/is-property/raw/master/LICENSE","app"
"is-relative@0.1.3","MIT","https://github.com/jonschlinkert/is-relative","https://github.com/jonschlinkert/is-relative/blob/master/LICENSE-MIT","app"
"is-resolvable@1.0.0","MIT","git+https://github.com/shinnn/is-resolvable","git+https://github.com/shinnn/is-resolvable/raw/master/LICENSE","app"
"is-svg@1.1.1","MIT","git+https://github.com/sindresorhus/is-svg","git+https://github.com/sindresorhus/is-svg/raw/master/license","app"
"is-typedarray@1.0.0","MIT","https://github.com/hughsk/is-typedarray","https://github.com/hughsk/is-typedarray/raw/master/LICENSE.md","app"
"is-utf8@0.2.0","BSD","git+https://github.com/wayfind/is-utf8","git+https://github.com/wayfind/is-utf8","app"
